,T_hr,amplitude_km,phase_hr,offset_km,slope_kmph,r2,T_hr_guess,selected
2017-01-20,1.63850225289885,10.838948632405026,2.2737008772352927,-137.62246307300845,6.732989727977973,0.18495852749135022,1.5,False
2017-01-20,0.8681763159596124,3.8030640927057906,-2.666963726792068,-141.45389081349794,6.890956721575407,0.1344371939773964,1.0,False
2017-01-21,2.548006039507053,50.03664462420197,-3.3116671235445767,50.762454663635104,-2.8200443207803736,0.4988298834319098,4.0,True
2017-01-21,2.548007111372156,50.03663845026596,-5.859667194323415,50.762483090203816,-2.8200462937449036,0.498829883388743,3.0,False
2017-01-21,2.547916820561591,50.0370625922338,11.9753446616726,50.76183393856228,-2.8199759046261264,0.4988298831680028,1.5,False
2017-01-21,2.5479151281825367,50.03706987721361,27.262815161084582,50.761916160575694,-2.81997940273086,0.4988298830341267,1.0,False
2017-01-21,2.5480181124379646,50.0365872023706,-5.859616868614934,50.76247420142605,-2.8200503844839075,0.49882988210485213,3.5,False
2017-01-21,2.5479056837935583,50.037113374876434,4.33149829395621,50.76191579857906,-2.8199754872420284,0.4988298818616933,2.0,False
2017-01-21,2.5479012873775493,50.03713377169047,-0.7643417021492644,50.76189854669561,-2.819972793237067,0.4988298812310611,2.5,False
2017-01-22,3.2321191061254346,26.333642296654325,-2.725301190446844,0.6698868406950405,0.10010828752161899,0.5697554959608437,3.5,True
2017-01-22,3.232095622424631,26.333522882423345,0.5066971972602246,0.6727811041908635,0.099950846259212,0.569755495457728,3.0,False
2017-01-22,3.232178021868949,26.333754023864614,-2.7250139392590635,0.6652624034269832,0.10036169514661852,0.5697554947005514,4.0,False
2017-01-22,1.6336465235001811,14.12280360813512,-6.492820011958386,59.84160410478637,-2.949249064900612,0.225102960712537,2.5,False
2017-01-22,1.6337454136587914,14.123068744357406,0.04293212979035844,59.841117829927406,-2.949263960819796,0.2251029593877215,2.0,False
2017-01-22,1.6336332564742682,14.122768910806126,1.6752477645783537,59.8416681328675,-2.9492471723176736,0.22510295898199095,1.5,False
2017-01-22,1.0898398174838222,6.0576651987981736,1.5958399286927059,53.62981803751016,-2.645162259902457,0.08268128284024079,1.0,False
2017-01-23,3.066639037101871,61.42208688850945,9.73551172744002,92.06199668547912,-5.497027352742202,0.8692102835795998,2.0,True
2017-01-23,3.0666429064142533,61.422109016967035,0.5356154161201137,92.06260303732806,-5.497066641364383,0.8692102835778706,3.0,False
2017-01-23,3.0666386512542867,61.42208513028475,3.6022314912496975,92.06194666787536,-5.497024107798439,0.8692102835765702,2.5,False
2017-01-23,3.066645040144482,61.4221226034506,3.602272375879817,92.06296801418324,-5.497090229325026,0.8692102835633254,4.0,False
2017-01-23,3.0666372020287946,61.42207586003491,-2.531051924811091,92.06170566824838,-5.497008565158202,0.8692102835633082,3.5,False
2017-01-23,1.483501284404462,15.792669707672276,-0.3407561767145451,-34.81406466056323,2.0591757087290388,0.06236936410245408,1.5,False
2017-01-23,1.105266504320729,11.499286460820182,1.2884739187103582,-22.37010168583525,1.3430719441515817,0.03514472083279985,1.0,False
2017-01-24,3.845913376816252,26.377418829815454,0.4919455016749503,-64.3438774482165,3.4862972169914,0.5286493237422134,4.0,True
2017-01-24,3.8459673908089664,26.377369878429395,4.33820707469533,-64.34625423446852,3.486418631663359,0.5286493232352669,3.0,False
2017-01-24,3.845810561141909,26.37771937137035,0.4915341823170897,-64.34281140020526,3.4862450452718003,0.528649321810067,3.5,False
2017-01-24,2.1535876096440996,18.57952303167006,-1.729897718692477,-48.709336876016586,2.4664508808815495,0.2914555976960518,2.5,False
2017-01-24,2.153631295057395,18.579495224853822,0.424099287947355,-48.70695137104666,2.466316665131624,0.2914555974731293,2.0,False
2017-01-24,1.0113277747140006,3.7971920450619163,0.01695810201265609,-61.332884842208195,3.1570678810480026,0.09478206826410696,1.0,False
2017-01-24,1.6729412031551019,2.370372191474822,0.6200104601516482,-61.455536053531226,3.166809905433861,0.08934275243937506,1.5,False
2017-01-25,3.501246969243393,41.34748171030554,5.560082784408906,-30.882018675933793,1.8551057827533435,0.6620691504987792,2.5,True
2017-01-25,3.501217767477919,41.34763045321571,2.0586807169715624,-30.881991245491193,1.8551005857609395,0.6620691504788239,3.0,False
2017-01-25,3.5012160257702134,41.347639249877375,-1.4425446302913145,-30.881991790256567,1.8551003936204602,0.6620691504252137,3.5,False
2017-01-25,3.5012484243607895,41.347473241931844,-1.4424084266936363,-30.88212901659939,1.855111947505966,0.6620691504000276,4.0,False
2017-01-25,3.5012526479541894,41.34745155258205,12.562619996897297,-30.882142974884875,1.8551132388239908,0.6620691502242291,2.0,False
2017-01-25,1.536399144666264,14.79373713096671,0.9547651873162903,-29.131916847695265,1.4954619926357693,0.10259094264736435,1.5,False
2017-01-25,1.0449978725823583,9.367022969192764,0.3905375815435547,-34.91747640701201,1.8102057959183835,0.05153417555685891,1.0,False
2017-01-26,3.0435058926635414,63.95435420416962,0.2091380613360355,79.39271226955643,-4.40563594398329,0.5923436153396038,3.0,True
2017-01-26,3.0435340014728745,63.95408606580972,-2.834235614392159,79.39287244757972,-4.4056400045051705,0.5923436153011995,4.0,False
2017-01-26,3.0435044405684213,63.95436797821099,3.2526341227194546,79.39270147885786,-4.405635588384377,0.5923436152909736,2.5,False
2017-01-26,3.043536610155739,63.9540598456519,9.339923800672427,79.39288625253779,-4.405640293414694,0.5923436152108834,2.0,False
2017-01-26,3.043550119990508,63.953932663597584,-2.834160286264799,79.39296103290914,-4.4056421554841405,0.5923436144083586,3.5,False
2017-01-26,1.534416370065779,31.477275284300244,1.0988144354100986,15.016387638457628,-0.8198949751408157,0.15217015385742794,1.5,False
2017-01-26,1.085238758815316,11.637951525153929,1.3924936795059522,-4.818799508893891,0.28367757128536497,0.02083966927237313,1.0,False
2017-01-27,3.329248529890274,44.20099141600563,-0.594776579675201,53.36480283349578,-2.9579846672550643,0.6929244772067968,3.5,True
2017-01-27,3.3292321046418163,44.20105679473727,2.7343739417433923,53.36394107454803,-2.957933309336827,0.6929244771740217,3.0,False
2017-01-27,3.3292460045330152,44.20099387260493,-3.9240303387171696,53.36450235057304,-2.9579667971455375,0.692924477167414,4.0,False
2017-01-27,3.3292465419430655,44.200990754696555,6.063712021649179,53.36450907317937,-2.957967204067732,0.6929244771441299,2.5,False
2017-01-27,1.452924669455646,14.276441357558024,0.05148900638626506,72.93460108325587,-3.7563442700698833,0.11689192545729077,1.5,False
2017-01-27,1.8548961422739385,14.105090830062865,-1.1852666687023306,65.83627508350081,-3.4059042978836334,0.11378760255394271,2.0,False
2017-01-27,1.02188448485759,5.806633598705251,0.33390828929703226,64.0649957550053,-3.2710207838776926,0.05790452891138875,1.0,False
2017-01-28,2.5882663307918943,23.080607848335728,-3.7982201058446514,-5.155881946250252,0.2697585528968784,0.46873672451586446,3.5,True
2017-01-28,2.5881778241777837,23.080170714911663,1.3777034604410605,-5.146432739909028,0.2692197092986741,0.46873672448691606,2.5,False
2017-01-28,2.588267931307161,23.08061572661792,-6.386480235183321,-5.156051393507386,0.2697682234023727,0.4687367243217204,4.0,False
2017-01-28,2.5882808905953736,23.08067964046557,-1.209868018713986,-5.15743736884425,0.26984722170599607,0.46873672251195897,3.0,False
2017-01-28,1.4301080612139756,16.282360213593613,-0.14858883235365009,7.398247395038778,-0.4111965015514409,0.23127665437342626,1.5,False
2017-01-28,1.4301080428080413,16.28235953505066,-4.438913971618602,7.398228533665876,-0.41119533876469,0.23127665431032463,2.0,False
2017-01-28,1.0373526554940027,5.177935212945129,0.25018189889847864,-0.7869050934526803,0.046032397978575,0.024097552454340865,1.0,False
2017-01-29,3.5395887944415554,29.225633262177578,13.656263176056347,16.982001546311203,-0.8284931755374997,0.6564552869181298,2.0,True
2017-01-29,3.5395882843376887,29.22563012286924,24.275024044701176,16.982057040721642,-0.8284964201101656,0.6564552868752962,1.5,False
2017-01-29,3.53972775567665,29.22635363443088,-0.5014507957230171,16.967111540479845,-0.8276577495604305,0.6564552868557003,4.0,False
2017-01-29,3.5395747557889625,29.225560504002775,6.576992700082763,16.983505535926675,-0.8285775488236646,0.6564552861245696,2.5,False
2017-01-29,3.5395703477112392,29.225537626580426,3.0373931936638785,16.98397764923954,-0.8286040366659071,0.6564552858447996,3.0,False
2017-01-29,3.53956462279674,29.225507982042366,-0.5022036025184674,16.98459108786375,-0.828638443878527,0.6564552854613188,3.5,False
2017-01-29,1.0506617928283264,5.9921875551954225,1.2817436581019115,36.893282507239924,-1.870180166829849,0.05695238685193427,1.0,False
2017-01-30,2.000028588843326,34.31742484398255,5.686942919646812,-46.10655416258655,2.474898009918957,0.6682687108536622,1.5,True
2017-01-30,2.000029870598311,34.317419665026996,-0.3131308843971276,-46.1066903668343,2.474905480290015,0.6682687106116421,2.0,False
2017-01-30,3.035862196320727,21.160566072593074,0.7766861458398947,-38.15997568057673,1.906115669391244,0.2796621828910927,3.0,False
2017-01-30,3.0358023589702188,21.160429773248516,3.8120973711693864,-38.158818783689156,1.9060729712645759,0.2796621827122471,2.5,False
2017-01-30,3.035794355699225,21.160410577827125,-2.2595504534106263,-38.15872481932121,1.9060706229109652,0.2796621819494912,3.5,False
2017-01-30,1.0235478221398953,6.045023790006676,0.18434226214379773,-49.01605090615636,2.5296478975454386,0.06526479229204851,1.0,False
2017-01-31,1.6003618240044273,22.011150803228094,-9.273191484979838,83.88938281008343,-3.9836097665787666,0.8144911089694079,3.0,True
2017-01-31,1.600344905270234,22.011051932598573,1.9291063861120978,83.89631532864253,-3.983949502144003,0.8144911089309671,1.5,False
2017-01-31,1.6003635991869611,22.011160443377477,-7.6728172287640755,83.88870619907765,-3.983576609366116,0.8144911088790567,2.5,False
2017-01-31,1.6003414175976707,22.011031663058276,-12.474014514145884,83.89773535004937,-3.9840190863008123,0.8144911087408415,4.0,False
2017-01-31,1.600338671732226,22.011015708367026,-6.072673004676868,83.89885408160632,-3.984073912189659,0.8144911085465649,2.0,False
2017-01-31,0.9902291923979419,5.427265269051597,-13.840398666032597,78.14802736831453,-3.6890110127857243,0.10050722661896416,3.5,False
2017-01-31,0.9902250294973214,5.4272541348659775,1.0129519241603584,78.1477940505341,-3.6889985450368545,0.1005072254842444,1.0,False
2017-02-01,2.7297159150258516,56.191347728004736,-1.0678863106624383,17.16616235863473,-0.7010255245444117,0.7955981605972284,3.0,True
2017-02-01,2.729690038560184,56.191420016337624,-6.527419795671869,17.164213174072014,-0.7009012895229413,0.7955981605591009,4.0,False
