,date,pv,tid,ae_slope,ae_max,varea,u_nh,u_slope,sym_h,k_winds,sme,airs,xrsb_flux,T_hr,amplitude_km,is_lstid
0,1/1/2017,1.338138287,0,0,464.6666667,33.656567,52.11216,0,-19.53819444,0,286.4076389,0.117922,0,1.5727128591586288,16.83855431085515,FALSE
1,1/2/2017,1.362146131,9,-244,463.75,34.37322,59.9955,7.88334,-17.28472222,0,224.0333333,0.12123,0,2.685989997312127,49.90498881487445,TRUE
2,1/3/2017,1.309619341,9,91,519.25,34.83003,62.00478,2.00928,-13.97916667,0,249.2763889,0.140051,0,2.5765469918043276,64.22816011412438,TRUE
3,1/4/2017,1.12714891,0,102,765.3333333,34.022686,70.64939,8.64461,-9.715277778,0,231.93125,0.14717,0,1.3497730363986593,7.122878517196729,FALSE
4,1/5/2017,0.994739072,4,-61,620.5833333,32.56623,73.907326,3.257936,-14.22569445,0,353.2833333,0.177134,0,2.5375593272397188,42.390322946938376,TRUE
5,1/6/2017,0.887682918,7,63,521.0833333,13.645418,73.5489,-0.358426,-21.10763889,0,335.1277778,0.205134,0,3.0431648183990743,50.142208622394904,TRUE
6,1/7/2017,0.705367546,0,287,796.1666667,16.760445,68.81045,-4.73845,-18.58333333,0,376.8659722,0.126531,0,3.3156171221462527,41.03814541319228,TRUE
7,1/8/2017,0.545985075,0,-171,641.9166667,15.216007,65.261185,-3.549265,-22.14583333,0,344.85,0.16732,0,1.9075201954046415,33.85396150118145,TRUE
8,1/9/2017,0.459512377,0,-216,612.75,13.848161,72.49391,7.232725,-21.74305555,0,273.2548611,0.155272,0,1.3927478378308777,24.59481471722061,TRUE
9,1/10/2017,0.234003463,0,-45,622.3333333,21.99493,66.09818,-6.39573,-18.47916667,0,249.61875,0.133772,0,2.0082906254172563,26.272167959762125,TRUE
10,1/11/2017,0.304720348,0,-193,283.4166667,19.755283,62.91856,-3.17962,-14.63194444,0,170.3013889,0.0966658,0,2.275155942490551,39.13881384123535,TRUE
11,1/12/2017,0.507115824,0,-315,167.5833333,15.575591,58.89711,-4.02145,-6.6875,0,129.3965278,0.0695471,0,3.1884092547980414,28.523450688743747,TRUE
12,1/13/2017,0.644716074,0,-20,165.3333333,17.14246,52.12406,-6.77305,-3.048611111,0,129.7541667,0.0278653,0,4.461069524815375,30.27479785436312,TRUE
13,1/14/2017,0.564276213,0,-1,140.0833333,18.810774,50.649384,-1.474676,-2.194444444,0,109.4784722,0.0356522,0,3.388913457,24.476081630511032,TRUE
14,1/15/2017,0.545784499,8,348,334.8333333,15.56328,48.05054,-2.598844,-1.958333333,0,154.2013889,0.0388358,0,3.3082395039110604,37.745274880812396,TRUE
15,1/16/2017,0.2784001,0,-388,103.9166667,16.636911,62.239243,14.188703,0.284722222,0,65.72361111,0.0203942,0,3.1606027593917134,38.926068625199875,TRUE
16,1/17/2017,0.235136321,0,329,226.1666667,21.105274,75.80661,13.567367,0.326388889,0,91.40763889,0.0213105,0,1.6831625274419801,22.266986587754836,TRUE
17,1/18/2017,0.292961016,6,362,645.0833333,22.528276,58.633198,-17.173412,-8.357638889,0,358.0263889,0.0215373,0,1.6184774941914546,36.76816073915405,FALSE
18,1/19/2017,0.36245305,5,-206,536.8333333,19.206676,57.08163,-1.551568,-21.68402778,0,273.5902778,0.0192605,0,3.335972243481836,48.78804750650935,TRUE
19,1/20/2017,0.347674711,8,-187,308,18.301702,67.19422,10.11259,-15.17708333,0,187.7298611,0.0137872,0,3.8615100413077115,33.45308939314528,TRUE
20,1/21/2017,0.327488741,0,191,427.5833333,17.566845,62.946304,-4.247916,-14.29861111,0,225.8854167,0.019462,0,2.5479988134078355,50.03626787616486,TRUE
21,1/22/2017,0.419393077,0,-157,422.1666667,17.971169,67.644005,4.697701,-17.25347222,0,228.0041667,0.0249319,0,3.2321234990989383,26.333709516983838,TRUE
22,1/23/2017,0.47634043,0,49,401.6666667,19.350067,63.337387,-4.306618,-10.78472222,0,139.8909722,0.0222686,0,3.066636840704418,61.421871377110385,TRUE
23,1/24/2017,0.46912768,4,-402,110.25,19.330322,60.639595,-2.697792,-12.42708333,0,92.17986111,0.0221916,0,3.845837227693145,26.37739861961016,TRUE
24,1/25/2017,0.21922414,10,108,161.1666667,18.114708,52.134476,-8.505119,-6.857638889,0,120.0708333,0.0193924,0,3.501232542233265,41.34817144321147,TRUE
25,1/26/2017,0.00010552,6,959,898.1666667,17.642244,49.7222,-2.412276,-7.138888889,0,239.2076389,0.023243,0,3.043478455916683,63.95293877687433,TRUE
26,1/27/2017,-0.346355425,6,-242,729.1666667,18.495525,52.12126,2.39906,-19.66319445,0,373.0055556,0.0239028,0,3.3292372061065794,44.20097102111205,TRUE
27,1/28/2017,-0.773974341,0,-366,465.8333333,14.502006,51.668503,-0.452757,-13.49305556,0,182.5979167,0.0261035,0,2.5882724348119828,23.08055017770415,TRUE
28,1/29/2017,-1.03833184,0,-222,314.8333333,15.746774,59.077106,7.408603,-12.95138889,0,158.3368056,0.0255026,0,3.539601932223653,29.226585464794677,TRUE
29,1/30/2017,-1.017096237,4,-14,286.9166667,16.8698,65.52597,6.448864,-4.871527778,0,147.4472222,0.0233218,0,2.0000288878881367,34.31736307978628,TRUE
30,1/31/2017,-0.924508749,5,677,819.1666667,7.1491184,63.749435,-1.776535,-16.95138889,0,385.6222222,0.0182562,0,1.6003584173504313,22.011134098837427,TRUE
31,2/1/2017,-0.515699153,8,328,936.9166667,6.329708,71.873344,8.123909,-27.51388889,0,497.9930556,0.0214231,0,2.7297098500502077,56.19127229983897,TRUE
32,2/2/2017,-0.559895617,0,-464,676.5833333,8.479512,64.94389,-6.929454,-23.39236111,0,377.75625,0.018688,0,1.5386435423279607,26.343529337710407,TRUE
33,2/3/2017,-0.505802761,5,-122,645.75,15.373011,66.821594,1.877704,-23.18055556,0,347.8944444,0.0136227,0,3.5761635499173985,28.16149567221915,TRUE
34,2/4/2017,-0.295616902,0,-157,480.9166667,11.188959,73.82824,7.006646,-18.625,0,239.4861111,0.0121278,0,3.807890341434421,43.54677601008479,TRUE
35,2/5/2017,-0.124725295,8,158,585.9166667,13.160289,73.56701,-0.26123,-19.19791667,0,299.6972222,0.0125761,0,2.5044808559262464,32.91461604373731,TRUE
36,2/6/2017,0.107920106,0,-222,422.8333333,14.897869,76.336815,2.769805,-16.20138889,0,265.6361111,0.0107811,0,1.5559964814816107,32.43227333709015,TRUE
37,2/7/2017,0.327797666,8,-101,309.5833333,15.822717,67.29823,-9.038585,-15.75347222,0,183.2625,0.0086054,9.62E-08,3.0167361039954783,24.06627399863901,TRUE
38,2/8/2017,0.478166964,0,-212,172.3333333,16.084068,65.96988,-1.32835,-4.927083333,0,111.8430556,0.00591429,5.87E-08,3.238021802922428,43.04213950427488,TRUE
39,2/9/2017,0.54552207,6,93,298.0833333,10.893875,68.643524,2.673644,-3.784722222,0,146.18125,0.00687657,2.05E-06,1.5313883595232152,20.88149045685494,TRUE
40,2/10/2017,0.600440654,0,247,319.8333333,7.7931895,52.649918,-15.993606,-8.552083334,0,189.8881944,0.00731094,9.95E-08,4.288969671798761,13.560178617512287,FALSE
41,2/11/2017,0.713282704,0,-437,115.5833333,13.623895,44.678276,-7.971642,-8.291666666,0,92.05,0.00679187,9.77E-08,3.5999175577226126,19.041463965640318,FALSE
42,2/12/2017,0.75172122,6,260,186.6666667,10.978921,48.306488,3.628212,-0.930555556,0,103.2444444,0.00527996,1.76E-07,3.2233462889681403,27.02881439690727,TRUE
43,2/13/2017,0.789264225,0,135,374.1666667,6.234468,42.981632,-5.324856,-3.006944445,0,172.0069444,0.00922639,2.15E-07,1.9535680577470484,11.471136289206818,FALSE
44,2/14/2017,0.884206279,0,-495,49.91666667,2.2385464,44.647224,1.665592,3.21875,0,64.27916667,0.0106734,7.37E-08,3.498876301326081,20.47219878496731,TRUE
45,2/15/2017,0.966932695,0,305,250,2.1171188,42.58611,-2.061114,-0.288194444,0,91.84513889,0.0116242,3.00E-07,3.037867162952258,11.873515115991461,FALSE
46,2/16/2017,0.969323232,8,655,748,2.359552,33.08606,-9.50005,-2.486111111,0,193.8444444,0.0112409,5.63E-08,1.5955092006958764,38.46253524579216,TRUE
47,2/17/2017,0.95020961,0,-73,805.4166667,2.7794778,26.248436,-6.837624,-15.43402778,0,397.4027778,0.0130166,2.01E-07,1.5287725836284574,8.666171918444302,FALSE
48,2/18/2017,0.883149495,0,-63,632.5,9.206294,17.701313,-8.547123,-18.06597222,0,313.3013889,0.0164273,4.12E-07,1.4703335935961703,13.35672613868606,FALSE
49,2/19/2017,0.781974401,0,-101,457.75,9.297855,27.263441,9.562128,-14.33680556,0,228.3125,0.0229568,4.77E-07,2.899471966900001,21.23122105,TRUE
50,2/20/2017,0.637441693,6,-105,365.5833333,8.756784,18.868462,-8.394979,-11.13194444,0,198.95625,0.0274418,1.11E-06,2.603472217884489,25.36961106068123,FALSE
51,2/21/2017,0.504891582,7,-324,142.4166667,9.502379,5.140251,-13.728211,-2.215277778,0,86.12777778,0.0170089,4.18E-07,2.158936631503842,24.12692103351909,TRUE
52,2/22/2017,0.186088788,10,516,572.3333333,7.5589314,13.448202,8.307951,-9.871527778,0,229.7722222,0.0152443,6.39E-06,3.683351548384037,44.430211805403644,TRUE
53,2/23/2017,-0.05733952,11,-117,561.25,7.765189,26.385239,12.937037,-3.121527778,0,224.3458333,0.0126071,2.04E-06,2.5036141838781143,58.72573962862741,TRUE
54,2/24/2017,-0.185614291,6,365,791.75,7.0900955,24.91662,-1.468619,-15.67361111,0,384.2895833,0.0115546,1.65E-06,2.5398833461171373,28.188897478096663,TRUE
55,2/25/2017,-0.347070111,0,-832,217.9166667,6.681144,24.663458,-0.253162,-11.61111111,0,169.1520833,0.00924233,1.36E-07,2.7043970167595144,15.492233067898795,FALSE
56,2/26/2017,-0.389570373,0,-180,81.91666667,7.540314,29.2993,4.635842,-4.274305555,0,70.47083333,0.00938362,4.52E-07,3.7963907567544304,10.424396042422696,FALSE
57,2/27/2017,-0.351526764,5,543,535.8333333,7.6623797,14.497864,-14.801436,-4.836805556,0,201.9847222,0.00837154,1.40E-06,1.7612525814953197,13.25721874752685,FALSE
58,2/28/2017,-0.305328028,0,-114,437.75,7.6369243,-17.783216,-32.28108,-12.48958333,4,193.9513889,0.00653499,1.15E-06,2.3315658343376526,29.83813093688116,TRUE
59,3/1/2017,-0.190151517,7,624,1014.083333,7.094523,-56.252975,-38.469759,-17.96527778,0,546.1694444,0.00801514,3.97E-07,1.8552852952525036,47.993001637559146,TRUE
60,3/2/2017,0.036447155,9,-30,946.4166667,1.9742136,-65.52459,-9.271615,-37.59027778,0,544.0201389,0.00813962,5.61E-07,3.638068490354923,36.396598226453484,TRUE
61,3/3/2017,0.257320914,6,-189,777.25,3.737529,-39.12129,26.4033,-30.56597222,0,418.0951389,0.00951811,2.34E-07,2.0849406097787178,30.376443323041816,TRUE
62,3/4/2017,0.389108428,8,265,654.0833333,3.637962,-14.76995,24.35134,-28.45833333,0,401.6152778,0.00671278,3.57E-07,2.9742706381039503,49.95911621,TRUE
63,3/5/2017,0.443231502,3,-341,692.25,2.6292171,-5.08004,9.68991,-23.49652778,0,385.6604167,0.00827033,2.34E-07,2.5769679999475397,42.49006878922194,TRUE
64,3/6/2017,0.477291804,2,184,688.8333333,4.1019783,0.95528686,6.03532686,-27.48263889,56,443.93125,0.00707939,2.91E-07,2.861159105388971,54.27371999297227,TRUE
65,3/7/2017,0.504682472,4,-404,537.6666667,6.845247,3.1630282,2.20774134,-24.82291667,0,354.8138889,0.00566857,2.02E-07,3.416389283250077,21.368375220129337,TRUE
66,3/8/2017,0.530249288,6,264,559.8333333,9.289109,1.9766958,-1.1863324,-18.92361111,0,254.9069444,0.00476015,3.79E-07,2.419893647690646,21.452239139055315,TRUE
67,3/9/2017,0.58957972,0,66,796.5,9.000062,-1.5659643,-3.5426601,-23.98263889,0,387.6381944,0.00461613,2.36E-07,2.419608564259168,22.67138477513345,TRUE
68,3/10/2017,0.641906477,0,-39,777.6666667,7.451545,-0.65519303,0.91077127,-22.875,0,312.9465278,0.00453993,1.76E-07,2.813350348191237,15.944289172973994,FALSE
69,3/11/2017,0.665262639,0,-112,618.5,4.9546227,-5.8548713,-5.19967827,-16.19444444,0,184.2909722,0.00392456,4.02E-08,3.768550283443215,28.222662678566614,TRUE
70,3/12/2017,0.674954614,0,-260,452.75,5.1130614,-8.622301,-2.7674297,-20.54513889,0,260.8534722,0.00345833,4.20E-08,2.533234239135698,19.462674080327456,FALSE
71,3/13/2017,0.666368685,0,-425,117.9166667,5.4165554,-9.865943,-1.243642,-6.059027778,0,68.84166667,0.00339382,3.03E-08,2.0413593493025886,22.929975931555422,TRUE
72,3/14/2017,0.653256536,4,160,210.3333333,3.4395876,-7.6896734,2.1762696,-8.732638889,0,112.6055556,0.00315161,3.52E-08,2.540639969096099,19.171124542882314,FALSE
73,3/15/2017,0.674327716,0,363,422.5,35.321465,-2.7812424,4.908431,-0.708333334,0,155.0263889,0.00341741,3.78E-08,3.7004954095406486,27.711800103626885,TRUE
74,3/16/2017,0.681314264,0,-274,333.5,34.471474,2.208571,4.9898134,-9.861111111,0,125.2201389,0.00362888,3.19E-08,3.7357141629144093,32.19533324309509,TRUE
75,3/17/2017,0.66229006,0,-131,177.25,3.2413213,6.0289316,3.8203606,-4.326388889,0,80.86111111,0.00340589,2.09E-08,3.1894365672350102,20.866452254210206,TRUE
76,3/18/2017,0.609408181,0,-122,129.4166667,33.058826,8.483631,2.4546994,-2.131944444,0,49.46527778,0.00332331,8.47E-08,2.564834796362836,38.40109926524583,TRUE
77,3/19/2017,0.58463114,0,5,117,3.47043,11.657568,3.173937,-0.305555556,0,80.33333333,0.00362194,4.66E-08,2.7919661834701275,16.11474233386114,FALSE
78,3/20/2017,0.600753017,0,136,150.5833333,28.084019,11.047342,-0.610226,-0.635416667,0,62.50138889,0.00376664,1.85E-07,3.2205583438303664,27.861708083784166,TRUE
79,3/21/2017,0.606722052,0,862,970.6666667,36.989067,11.353106,0.305764,-6.982638889,0,399.0451389,0.004029,6.48E-08,2.957885742576217,31.944037274635424,TRUE
80,3/22/2017,0.596987651,0,-52,825.3333333,36.414364,13.527864,2.174758,-23.47222222,0,546.0666667,0.00402959,4.53E-07,1.387511701,9.866503735,FALSE
81,3/23/2017,0.580655519,0,-493,503.8333333,28.818403,16.005394,2.47753,-16.24305556,7,218.7722222,0.004693,9.66E-08,3.5054768860222465,31.268666512828627,TRUE
82,3/24/2017,0.55640516,0,-257,233.8333333,33.00125,18.742426,2.737032,-8.038194444,2,99.08125,0.0055628,9.69E-08,2.9330956079400337,30.74612782022182,TRUE
83,3/25/2017,0.530010749,0,-50,183.6666667,30.371813,21.567703,2.825277,-9.159722222,0,85.23958333,0.00418634,4.12E-07,4.017931271530338,17.215615724114492,FALSE
84,3/26/2017,0.456141618,0,-89,140.6666667,33.986813,22.490677,0.922974,-4,5,73.4875,0.00409057,1.95E-06,3.579638968308813,13.398517074400749,FALSE
85,3/27/2017,0.325234507,0,1211,1024.416667,29.852034,22.938868,0.448191,-38.94097222,0,651.56875,0.00437743,7.99E-06,4.334070705662705,15.76927353813452,FALSE
86,3/28/2017,0.183658101,0,-119,824.5,34.00096,21.564308,-1.37456,-40.03819444,0,527.6902778,0.00423277,4.98E-06,2.7525582277362277,19.05445411603986,FALSE
87,3/29/2017,0.073188765,0,-261,746.25,13.558877,21.132906,-0.431402,-35.03819444,0,422.5472222,0.00413289,1.01E-06,2.546332202779762,8.194940007580778,FALSE
88,3/30/2017,0.020226568,0,-85,691.75,15.7563925,21.259773,0.126867,-32.21527778,0,468.5048611,0.00322245,5.54E-07,3.875461454269459,23.339931828454194,FALSE
89,3/31/2017,-0.02660604,0,336,772.8333333,23.968166,23.721832,2.462059,-36.65625,0,558.7479167,0.00316019,2.72E-06,3.860880991043211,23.549531455765678,TRUE
90,4/1/2017,-0.090312303,0,-28,720.3333333,11.121251,23.89405,0.172218,-20.11458333,0,389.6291667,0.00278979,6.87E-05,3.112699439709197,33.524988057509496,TRUE
91,4/2/2017,-0.18715387,0,-562,403.25,11.763338,23.01239,-0.88166,-10.87847222,0,205.0604167,0.00294223,8.88E-05,3.452059730182095,38.49807609667388,TRUE
92,4/3/2017,-0.274300902,0,-357,270.8333333,20.494324,23.298836,0.286446,-5.243055555,0,136.5229167,0.00360602,9.06E-05,2.530492434,8.111143283434576,FALSE
93,4/4/2017,-0.307755364,0,651,872.6666667,22.662483,22.419308,-0.879528,-18.72916667,8,379.9951389,0.00383781,7.63E-06,1.8668120314961782,17.02134294,FALSE
94,4/5/2017,-0.319574608,0,-391,352,24.543018,21.246023,-1.173285,3.795138889,0,141.6791667,0.00331388,1.79E-06,2.992147745,30.071558807847765,TRUE
95,4/6/2017,-0.355352925,0,171,523.1666667,23.116568,19.711283,-1.53474,-3.368055556,0,200.7173611,0.00315645,8.65E-06,3.459624856986604,32.91792710459708,TRUE
96,4/7/2017,-0.401458026,0,-188,479.5,24.343727,20.499292,0.788009,-2.423611111,0,232.6715278,0.00255755,6.71E-06,4.064252097222401,34.08196187988734,TRUE
97,4/8/2017,-0.450400387,0,640,783.4166667,28.742302,18.51259,-1.986702,-6.152777778,0,372.3930556,0.00211439,1.96E-06,3.8059824563838953,18.965873622680924,FALSE
98,4/9/2017,-0.4430717,0,-166,733.9166667,28.020864,17.290573,-1.222017,-13.82291667,0,461.7555556,0.0022119,3.17E-07,3.6756519232651335,19.559030497242485,FALSE
99,4/10/2017,-0.407055171,0,-973,74.58333333,28.702335,13.401403,-3.88917,9.291666666,0,80.34652778,0.00166063,3.76E-07,2.6346555101707714,19.78192725212858,FALSE
100,4/11/2017,-0.369531789,0,769,604.8333333,29.279137,12.321851,-1.079552,0.211805556,0,262.275,0.00165522,5.64E-07,2.401153479492258,15.429127173406467,FALSE
101,4/12/2017,-0.339920109,0,-345,342.25,27.404093,9.139086,-3.182765,-2.649305556,0,169.5638889,0.00143218,3.01E-07,3.0119035435597104,32.82093857380091,TRUE
102,4/13/2017,-0.333431236,0,-137,246.75,9.013959,8.236465,-0.902621,3.850694444,0,124.4215278,0.00126082,1.12E-07,2.4406688515192387,16.550925704462344,FALSE
103,4/14/2017,-0.340693997,0,380,618.4166667,7.783483,7.4199805,-0.8164845,-11.64930556,0,535.8326389,0.0012834,1.58E-07,3.0307589430888098,15.038119489498367,FALSE
104,4/15/2017,-0.344650655,0,-328,362.5833333,7.5663776,6.5226803,-0.8973002,-4.822916667,3,165.8756944,0.00120444,1.12E-07,3.4771204389817294,23.167253055283556,TRUE
105,4/16/2017,-0.335471238,0,-114,222.5833333,1.3695871,7.5375094,1.0148291,3.166666667,0,113.1381944,0.00121616,5.81E-07,2.992586098094364,25.935863309262107,TRUE
106,4/17/2017,-0.33294363,0,-46,216.5,4.5810337,6.16482,-1.3726894,6.347222222,0,105.0777778,0.00114345,3.12E-06,3.4565174788786113,35.52379895249109,TRUE
107,4/18/2017,-0.329041707,5,201,381.5833333,2.2550335,7.007007,0.842187,18.45833333,0,111.0319444,0.00131052,8.46E-06,2.2312121744050253,16.55008304925875,FALSE
108,4/19/2017,-0.331040067,0,418,701.4166667,1.8990599,6.0258293,-0.9811777,0.201388889,2,286.4895833,0.00122466,1.82E-06,3.2474303062027836,15.676668641263406,FALSE
109,4/20/2017,-0.34331076,0,426,1008.833333,2.1345136,5.332525,-0.6933043,-20.63194444,0,526.1861111,0.00128943,1.19E-06,5.252259256849263,31.198412338656848,FALSE
110,4/21/2017,-0.357748093,6,-336,775.4166667,1.1294346,4.757055,-0.57547,-7.024305556,0,348.2368056,0.00112499,9.15E-07,1.3979983187527885,13.444008678796873,FALSE
111,4/22/2017,-0.377118668,0,947,1042.666667,2.4866748,5.502137,0.745082,-33.08333333,0,808.6347222,0.00115538,1.43E-06,2.852330612831986,19.730018201546894,FALSE
112,4/23/2017,-0.394174777,0,-546,916.25,0,5.0766582,-0.4254788,-32.61805556,0,633.0541667,0.00116033,0.00E+00,4.194401328230829,13.018886165687249,FALSE
113,4/24/2017,-0.419389591,0,-348,750.8333333,1.4902827,6.000307,0.9236488,-27.73263889,0,499.7951389,0.00111486,0.00E+00,4.022626561660739,15.321791489329712,FALSE
114,4/25/2017,-0.439475918,0,-181,536.8333333,0,6.6155753,0.6152683,-21.97222222,1,348.3333333,0.00120263,0.00E+00,1.7553612538096344,11.556046669031229,FALSE
115,4/26/2017,-0.46210571,0,-82,572.1666667,3.496077,5.6388264,-0.9767489,-15.62152778,0,254.6416667,0.0011644,0.00E+00,2.7155542284366594,27.671972415955313,TRUE
116,4/27/2017,-0.485283306,0,-146,372.0833333,2.6592627,4.1744933,-1.4643331,-13.10416667,0,184.5736111,0.0012995,0.00E+00,2.7639258769876203,51.68305443909252,TRUE
117,4/28/2017,-0.507559797,0,-99,410.0833333,2.9012964,3.259529,-0.9149643,-10.79513889,0,186.3354167,0.00138542,0.00E+00,2.563616092165131,10.417864288261388,FALSE
118,4/29/2017,-0.539532354,0,40,435.75,2.052885,2.4525552,-0.8069738,-6.090277778,2,206.4055556,0.00175926,0.00E+00,2.776092841,33.37069228603029,TRUE
119,4/30/2017,-0.567461182,0,-110,373.75,2.2474067,-0.61571985,-3.06827505,-0.270833334,0,160.8319444,0.00198737,0.00E+00,1.6527804996098558,25.700406286876834,TRUE
120,5/1/2017,-0.591697559,0,-138,227.25,0,-0.60565716,0.01006269,3.128472222,0,113.2284722,0.00149546,0.00E+00,2.069789322572304,15.782995026034085,FALSE
121,5/2/2017,-0.602719319,0,-91,130.3333333,0,-0.8560946,-0.25043744,6.430555556,0,99.52916667,0.00129087,1.80E-07,1.8704136241096203,27.314235969213332,TRUE
122,5/3/2017,-0.618953283,0,70,222.3333333,0,-1.9285052,-1.0724106,4.420138889,0,111.9354167,0.00117459,1.38E-07,1.915772155764516,10.882562182451773,FALSE
123,5/4/2017,-0.63100516,6,13,244,0,-2.5487506,-0.6202454,9.920138889,0,121.8958333,0.00130211,1.62E-07,2.685541037933481,30.664027215470504,TRUE
124,5/5/2017,-0.650157003,0,-57,182.8333333,0,-4.2206893,-1.6719387,5.336805555,0,79.32916667,0.00129216,6.90E-07,1.3886598754805208,20.94351768595113,TRUE
125,5/6/2017,-0.6793974,0,-175,61.41666667,0,-4.830363,-0.6096737,12.48263889,0,58.80833333,0.00137363,5.18E-07,1.2025099523949072,17.97783277272211,FALSE
126,5/7/2017,-0.691420861,0,693,563.25,0,-5.942497,-1.112134,0.722222222,0,259.0694444,0.00114338,8.70E-08,2.6026618645288986,20.552506230078475,TRUE
127,5/8/2017,-0.708878734,0,-390,247.25,0,-5.5950336,0.3474634,0.701388889,0,136.5555556,0.00126417,9.27E-08,4.679571328,28.79048023211756,FALSE
128,5/9/2017,-0.734223342,0,-169,151.4166667,0,-6.279136,-0.6841024,7.263888889,3,133.9923611,0.00132496,9.89E-08,3.5692944395351316,11.206506992397374,FALSE
129,5/10/2017,-0.76167094,0,-40,132.5833333,0,-7.721368,-1.442232,7.631944445,7,92.92916667,0.00118245,3.12E-08,2.5995848712983705,20.183822174082408,TRUE
130,5/11/2017,-0.793337817,0,132,168.3333333,0,-7.4261746,0.2951934,14.59722222,2,95.89722222,0.0013859,4.54E-08,3.4238214329104193,33.76108771,TRUE
131,5/12/2017,-0.827366316,0,-3,225.6666667,0,-7.245887,0.1802876,8.6875,0,121.4347222,0.00127923,6.03E-08,1.6241248110852007,18.738010108471457,FALSE
132,5/13/2017,-0.850664394,0,16,194.6666667,0,-8.477226,-1.231339,11.28125,0,100.9548611,0.00125246,3.45E-08,4.290837821342975,13.881260039607254,FALSE
133,5/14/2017,-0.884707194,0,40,267.0833333,0,-8.038746,0.43848,17.45486111,1,135.5604167,0.00115661,4.68E-08,3.2869726954983944,11.262101022534992,FALSE
134,5/15/2017,-0.904827233,0,291,456.25,0,-9.480334,-1.441588,15.61458333,8,209.1236111,0.00124937,4.21E-08,2.523263098979056,28.504497101268882,TRUE
135,5/16/2017,-0.92496774,0,-176,343.75,0,-9.889591,-0.409257,2.322916667,10,196.4548611,0.00154765,3.05E-07,3.039522808478113,13.060581324158532,FALSE
136,5/17/2017,-0.943984836,0,312,716.25,0,-10.310944,-0.421353,-1.111111111,1,274.3756944,0.00205764,7.82E-08,3.034309397936219,20.940156782103976,TRUE
137,5/18/2017,-0.961420315,0,161,769.8333333,0,-11.497883,-1.186939,-4.677083334,44,240.0340278,0.00203298,1.46E-07,2.357519489603997,8.510525542274383,FALSE
138,5/19/2017,-0.985177581,0,-1,748.3333333,0,-11.787824,-0.289941,-1.958333334,5,317.6083333,0.00258563,1.24E-07,2.1646511547609544,9.530962129064623,FALSE
139,5/20/2017,-1.01187693,7,136,835.8333333,0,-12.448403,-0.660579,-21.92361111,0,601.6131944,0.00198699,1.79E-07,1.2230883031712039,9.826659993555351,FALSE
140,5/21/2017,-1.026783957,0,-486,469.5,0,-12.679935,-0.231532,-18.77430556,0,288.6923611,0.00175994,1.59E-07,1.5705332058471393,16.716259031352394,FALSE
141,5/22/2017,-1.04296375,0,76,522.5,0,-13.84128,-1.161345,-15.54513889,4,348.1638889,0.00160243,1.98E-07,1.8413334632298917,11.627004556940907,FALSE
142,5/23/2017,-1.068959517,0,-28,506.0833333,0,-14.941542,-1.100262,-13.37152778,0,223.4576389,0.00141603,6.48E-07,1.5804741967484413,33.300711583138096,TRUE
143,5/24/2017,-1.093872147,0,-326,273.6666667,0,-14.387756,0.553786,-10.40277778,0,149.0222222,0.00142536,5.59E-07,1.7619089293780672,5.883377568064558,FALSE
144,5/25/2017,-1.107823642,0,-60,182.9166667,0,-15.979072,-1.591316,-2.913194444,29,88.45972222,0.00173157,5.28E-07,3.128047800967639,18.953658307649203,FALSE
145,5/26/2017,-1.126600958,0,-22,181.9166667,0,-15.1869335,0.7921385,-0.145833333,7,110.1381944,0.00180887,4.33E-07,1.853546176437493,7.697835559208427,FALSE
146,5/27/2017,-1.145360843,0,1075,948.9166667,0,-15.822335,-0.6354015,9.756944445,10,207.8215278,0.00157969,1.41E-06,1.5946259092496442,15.07215683440898,FALSE
147,5/28/2017,-1.161656995,0,397,1269.666667,0,-17.271547,-1.449212,-77.85763889,0,909.7319444,0.00281336,5.19E-06,1.7249975050655935,18.46578504602724,FALSE
148,5/29/2017,-1.17839187,0,-767,838.5833333,0,-17.27777,-0.006223,-20.8125,0,275.2333333,0.00245796,1.02E-06,1.912217305825975,13.134666798692205,FALSE
149,5/30/2017,-1.20372901,0,-146,479.75,0,-17.543913,-0.266143,-20.25694444,0,144.8305556,0.00206891,1.03E-06,2.3321956849610728,9.273687794,FALSE
150,5/31/2017,-1.210278167,0,-667,88.58333333,0,-19.102041,-1.558128,-9.975694444,13,109.4208333,0.00185518,3.18E-06,1.2400375214218216,13.67615040741736,FALSE
151,6/1/2017,-1.223509888,0,160,209.6666667,0,-19.594109,-0.492068,3.527777778,0,116.8451389,0.00186894,1.02E-05,1.921338731695606,14.755894834994853,FALSE
152,6/2/2017,-1.230600909,0,-34,191.1666667,0,-20.303045,-0.708936,-6.940972222,0,138.6805556,0.00213757,1.24E-05,2.5981775774433653,17.770082707370577,FALSE
153,6/3/2017,-1.245191802,0,789,841,0,-19.817879,0.485166,-3.871527778,0,236.6611111,0.00228402,3.95E-06,3.272527785,21.25581896039031,TRUE
154,6/4/2017,-1.25932172,8,-922,76.41666667,0,-21.28809,-1.470211,-10.84027778,0,76.40486111,0.00210629,6.16E-07,1.5525688711732175,14.239235221522675,FALSE
155,6/5/2017,-1.265875756,0,236,230,0,-21.907797,-0.619707,-1.413194445,0,104.2479167,0.00220591,4.10E-06,3.073286310753355,16.526063222258916,FALSE
